date,term,kind,value
2016-03-01,red dress,color,10
2016-04-01,red dress,color,10
2016-05-01,red dress,color,11
2016-06-01,red dress,color,9
2016-07-01,red dress,color,10
2016-08-01,red dress,color,10
2016-09-01,red dress,color,11
2016-10-01,red dress,color,12
2016-11-01,red dress,color,12
2016-12-01,red dress,color,12
2017-01-01,red dress,color,10
2017-02-01,red dress,color,11
2017-03-01,red dress,color,10
2017-04-01,red dress,color,10
2017-05-01,red dress,color,10
2017-06-01,red dress,color,9
2017-07-01,red dress,color,10
2017-08-01,red dress,color,10
2017-09-01,red dress,color,11
2017-10-01,red dress,color,12
2017-11-01,red dress,color,13
2017-12-01,red dress,color,13
2018-01-01,red dress,color,11
2018-02-01,red dress,color,11
2018-03-01,red dress,color,10
2018-04-01,red dress,color,11
2018-05-01,red dress,color,11
2018-06-01,red dress,color,10
2018-07-01,red dress,color,9
2018-08-01,red dress,color,10
2018-09-01,red dress,color,10
2018-10-01,red dress,color,11
2018-11-01,red dress,color,12
2018-12-01,red dress,color,12
2019-01-01,red dress,color,10
2019-02-01,red dress,color,11
2019-03-01,red dress,color,10
2019-04-01,red dress,color,11
2019-05-01,red dress,color,10
2019-06-01,red dress,color,10
2019-07-01,red dress,color,9
2019-08-01,red dress,color,9
2019-09-01,red dress,color,10
2019-10-01,red dress,color,11
2019-11-01,red dress,color,12
2019-12-01,red dress,color,11
2020-01-01,red dress,color,10
2020-02-01,red dress,color,11
2020-03-01,red dress,color,7
2020-04-01,red dress,color,5
2020-05-01,red dress,color,6
2020-06-01,red dress,color,7
2020-07-01,red dress,color,7
2020-08-01,red dress,color,7
2020-09-01,red dress,color,7
2020-10-01,red dress,color,8
2020-11-01,red dress,color,8
2020-12-01,red dress,color,8
2021-01-01,red dress,color,7
2021-02-01,red dress,color,7
2021-03-01,red dress,color,7
2021-04-01,red dress,color,8
2021-05-01,red dress,color,8
2021-06-01,red dress,color,8
2021-07-01,red dress,color,9
2021-08-01,red dress,color,9
2021-09-01,red dress,color,10
2021-10-01,red dress,color,12
2021-11-01,red dress,color,12
2021-12-01,red dress,color,13
2022-01-01,red dress,color,10
2022-02-01,red dress,color,10
2022-03-01,red dress,color,10
2022-04-01,red dress,color,11
2022-05-01,red dress,color,10
2022-06-01,red dress,color,9
2022-07-01,red dress,color,9
2022-08-01,red dress,color,9
2022-09-01,red dress,color,10
2022-10-01,red dress,color,11
2022-11-01,red dress,color,10
2022-12-01,red dress,color,11
2023-01-01,red dress,color,10
2023-02-01,red dress,color,10
2023-03-01,red dress,color,9
2023-04-01,red dress,color,10
2023-05-01,red dress,color,10
2023-06-01,red dress,color,9
2023-07-01,red dress,color,9
2023-08-01,red dress,color,9
2023-09-01,red dress,color,10
2023-10-01,red dress,color,11
2023-11-01,red dress,color,11
2023-12-01,red dress,color,12
2024-01-01,red dress,color,11
2024-02-01,red dress,color,12
2024-03-01,red dress,color,10
2024-04-01,red dress,color,10
2024-05-01,red dress,color,11
2024-06-01,red dress,color,11
2024-07-01,red dress,color,10
2024-08-01,red dress,color,11
2024-09-01,red dress,color,12
2024-10-01,red dress,color,13
2024-11-01,red dress,color,15
2024-12-01,red dress,color,16
2025-01-01,red dress,color,12
2025-02-01,red dress,color,13
2025-03-01,red dress,color,12
2025-04-01,red dress,color,12
2025-05-01,red dress,color,12
2025-06-01,red dress,color,12
2025-07-01,red dress,color,11
2025-08-01,red dress,color,15
2025-09-01,red dress,color,15
2025-10-01,red dress,color,15
2025-11-01,red dress,color,18
2025-12-01,red dress,color,16
2026-01-01,red dress,color,14
2026-02-01,red dress,color,32
2026-03-01,red dress,color,18
2026-04-01,red dress,color,34
2026-05-01,red dress,color,31
2026-06-01,red dress,color,19
2026-07-01,red dress,color,12
2015-01-01,black dress,color,15
2015-02-01,black dress,color,74
2015-03-01,black dress,color,42
2015-04-01,black dress,color,20
2015-05-01,black dress,color,17
2015-06-01,black dress,color,15
2015-07-01,black dress,color,15
2015-08-01,black dress,color,16
2015-09-01,black dress,color,18
2015-10-01,black dress,color,21
2015-11-01,black dress,color,21
2015-12-01,black dress,color,23
2016-01-01,black dress,color,19
2016-02-01,black dress,color,20
2016-03-01,black dress,color,19
2016-04-01,black dress,color,21
2016-05-01,black dress,color,19
2016-06-01,black dress,color,17
2016-07-01,black dress,color,16
2016-08-01,black dress,color,16
2016-09-01,black dress,color,21
2016-10-01,black dress,color,23
2016-11-01,black dress,color,22
2016-12-01,black dress,color,20
2017-01-01,black dress,color,18
2017-02-01,black dress,color,19
2017-03-01,black dress,color,18
2017-04-01,black dress,color,19
2017-05-01,black dress,color,19
2017-06-01,black dress,color,18
2017-07-01,black dress,color,17
2017-08-01,black dress,color,18
2017-09-01,black dress,color,20
2017-10-01,black dress,color,25
2017-11-01,black dress,color,23
2017-12-01,black dress,color,20
2018-01-01,black dress,color,20
2018-02-01,black dress,color,19
2018-03-01,black dress,color,20
2018-04-01,black dress,color,20
2018-05-01,black dress,color,25
2018-06-01,black dress,color,16
2018-07-01,black dress,color,17
2018-08-01,black dress,color,17
2018-09-01,black dress,color,19
2018-10-01,black dress,color,21
2018-11-01,black dress,color,22
2018-12-01,black dress,color,19
2019-01-01,black dress,color,17
2019-02-01,black dress,color,20
2019-03-01,black dress,color,18
2019-04-01,black dress,color,17
2019-05-01,black dress,color,18
2019-06-01,black dress,color,16
2019-07-01,black dress,color,17
2019-08-01,black dress,color,17
2019-09-01,black dress,color,20
2019-10-01,black dress,color,21
2019-11-01,black dress,color,22
2019-12-01,black dress,color,21
2020-01-01,black dress,color,18
2020-02-01,black dress,color,18
2020-03-01,black dress,color,11
2020-04-01,black dress,color,9
2020-05-01,black dress,color,11
2020-06-01,black dress,color,12
2020-07-01,black dress,color,14
2020-08-01,black dress,color,15
2020-09-01,black dress,color,15
2020-10-01,black dress,color,16
2020-11-01,black dress,color,14
2020-12-01,black dress,color,14
2021-01-01,black dress,color,14
2021-02-01,black dress,color,14
2021-03-01,black dress,color,15
2021-04-01,black dress,color,15
2021-05-01,black dress,color,17
2021-06-01,black dress,color,18
2021-07-01,black dress,color,19
2021-08-01,black dress,color,19
2021-09-01,black dress,color,24
2021-10-01,black dress,color,28
2021-11-01,black dress,color,27
2021-12-01,black dress,color,23
2022-01-01,black dress,color,20
2022-02-01,black dress,color,22
2022-03-01,black dress,color,22
2022-04-01,black dress,color,26
2022-05-01,black dress,color,23
2022-06-01,black dress,color,21
2022-07-01,black dress,color,21
2022-08-01,black dress,color,22
2022-09-01,black dress,color,26
2022-10-01,black dress,color,28
2022-11-01,black dress,color,26
2022-12-01,black dress,color,24
2023-01-01,black dress,color,25
2023-02-01,black dress,color,23
2023-03-01,black dress,color,22
2023-04-01,black dress,color,23
2023-05-01,black dress,color,23
2023-06-01,black dress,color,22
2023-07-01,black dress,color,21
2023-08-01,black dress,color,22
2023-09-01,black dress,color,26
2023-10-01,black dress,color,27
2023-11-01,black dress,color,27
2023-12-01,black dress,color,26
2024-01-01,black dress,color,23
2024-02-01,black dress,color,24
2024-03-01,black dress,color,23
2024-04-01,black dress,color,25
2024-05-01,black dress,color,24
2024-06-01,black dress,color,23
2024-07-01,black dress,color,23
2024-08-01,black dress,color,24
2024-09-01,black dress,color,26
2024-10-01,black dress,color,29
2024-11-01,black dress,color,29
2024-12-01,black dress,color,27
2025-01-01,black dress,color,25
2025-02-01,black dress,color,25
2025-03-01,black dress,color,26
2025-04-01,black dress,color,26
2025-05-01,black dress,color,27
2025-06-01,black dress,color,30
2025-07-01,black dress,color,31
2025-08-01,black dress,color,39
2025-09-01,black dress,color,38
2025-10-01,black dress,color,39
2025-11-01,black dress,color,44
2025-12-01,black dress,color,36
2026-01-01,black dress,color,34
2026-02-01,black dress,color,71
2026-03-01,black dress,color,52
2026-04-01,black dress,color,97
2026-05-01,black dress,color,82
2026-06-01,black dress,color,47
2026-07-01,black dress,color,25
2015-01-01,designer bag,accessory,1
2015-02-01,designer bag,accessory,1
2015-03-01,designer bag,accessory,1
2015-04-01,designer bag,accessory,1
2015-05-01,designer bag,accessory,1
2015-06-01,designer bag,accessory,1
2015-07-01,designer bag,accessory,1
2015-08-01,designer bag,accessory,1
2015-09-01,designer bag,accessory,1
2015-10-01,designer bag,accessory,1
2015-11-01,designer bag,accessory,1
2015-12-01,designer bag,accessory,1
2016-01-01,designer bag,accessory,1
2016-02-01,designer bag,accessory,1
2016-03-01,designer bag,accessory,1
2016-04-01,designer bag,accessory,1
2016-05-01,designer bag,accessory,1
2016-06-01,designer bag,accessory,1
2016-07-01,designer bag,accessory,1
2016-08-01,designer bag,accessory,1
2016-09-01,designer bag,accessory,1
2016-10-01,designer bag,accessory,1
2016-11-01,designer bag,accessory,1
2016-12-01,designer bag,accessory,1
2017-01-01,designer bag,accessory,1
2017-02-01,designer bag,accessory,1
2017-03-01,designer bag,accessory,1
2017-04-01,designer bag,accessory,1
2017-05-01,designer bag,accessory,1
2017-06-01,designer bag,accessory,1
2017-07-01,designer bag,accessory,1
2017-08-01,designer bag,accessory,1
2017-09-01,designer bag,accessory,1
2017-10-01,designer bag,accessory,1
2017-11-01,designer bag,accessory,1
2017-12-01,designer bag,accessory,1
2018-01-01,designer bag,accessory,1
2018-02-01,designer bag,accessory,1
2018-03-01,designer bag,accessory,1
2018-04-01,designer bag,accessory,1
2018-05-01,designer bag,accessory,1
2018-06-01,designer bag,accessory,1
2018-07-01,designer bag,accessory,1
2018-08-01,designer bag,accessory,1
2018-09-01,designer bag,accessory,1
2018-10-01,designer bag,accessory,1
2018-11-01,designer bag,accessory,1
2018-12-01,designer bag,accessory,1
2019-01-01,designer bag,accessory,1
2019-02-01,designer bag,accessory,1
2019-03-01,designer bag,accessory,1
2019-04-01,designer bag,accessory,1
2019-05-01,designer bag,accessory,1
2019-06-01,designer bag,accessory,1
2019-07-01,designer bag,accessory,1
2019-08-01,designer bag,accessory,1
2019-09-01,designer bag,accessory,1
2019-10-01,designer bag,accessory,1
2019-11-01,designer bag,accessory,1
2019-12-01,designer bag,accessory,2
2020-01-01,designer bag,accessory,1
2020-02-01,designer bag,accessory,1
2020-03-01,designer bag,accessory,1
2020-04-01,designer bag,accessory,1
2020-05-01,designer bag,accessory,1
2020-06-01,designer bag,accessory,1
2020-07-01,designer bag,accessory,2
2020-08-01,designer bag,accessory,2
2020-09-01,designer bag,accessory,2
2020-10-01,designer bag,accessory,2
2020-11-01,designer bag,accessory,2
2020-12-01,designer bag,accessory,2
2021-01-01,designer bag,accessory,2
2021-02-01,designer bag,accessory,1
2021-03-01,designer bag,accessory,2
2021-04-01,designer bag,accessory,2
2021-05-01,designer bag,accessory,2
2021-06-01,designer bag,accessory,2
2021-07-01,designer bag,accessory,2
2021-08-01,designer bag,accessory,2
2021-09-01,designer bag,accessory,2
2021-10-01,designer bag,accessory,2
2021-11-01,designer bag,accessory,2
2021-12-01,designer bag,accessory,3
2022-01-01,designer bag,accessory,2
2022-02-01,designer bag,accessory,2
2022-03-01,designer bag,accessory,2
2022-04-01,designer bag,accessory,2
2022-05-01,designer bag,accessory,2
2022-06-01,designer bag,accessory,2
2022-07-01,designer bag,accessory,2
2022-08-01,designer bag,accessory,2
2022-09-01,designer bag,accessory,2
2022-10-01,designer bag,accessory,2
2022-11-01,designer bag,accessory,2
2022-12-01,designer bag,accessory,2
2023-01-01,designer bag,accessory,2
2023-02-01,designer bag,accessory,2
2023-03-01,designer bag,accessory,2
2023-04-01,designer bag,accessory,2
2023-05-01,designer bag,accessory,2
2023-06-01,designer bag,accessory,2
2023-07-01,designer bag,accessory,3
2023-08-01,designer bag,accessory,2
2023-09-01,designer bag,accessory,2
2023-10-01,designer bag,accessory,2
2023-11-01,designer bag,accessory,2
2023-12-01,designer bag,accessory,3
2024-01-01,designer bag,accessory,2
2024-02-01,designer bag,accessory,2
2024-03-01,designer bag,accessory,2
2024-04-01,designer bag,accessory,2
2024-05-01,designer bag,accessory,3
2024-06-01,designer bag,accessory,3
2024-07-01,designer bag,accessory,3
2024-08-01,designer bag,accessory,3
2024-09-01,designer bag,accessory,3
2024-10-01,designer bag,accessory,3
2024-11-01,designer bag,accessory,3
2024-12-01,designer bag,accessory,3
2025-01-01,designer bag,accessory,3
2025-02-01,designer bag,accessory,3
2025-03-01,designer bag,accessory,3
2025-04-01,designer bag,accessory,3
2025-05-01,designer bag,accessory,3
2025-06-01,designer bag,accessory,3
2025-07-01,designer bag,accessory,3
2025-08-01,designer bag,accessory,3
2025-09-01,designer bag,accessory,3
2025-10-01,designer bag,accessory,3
2025-11-01,designer bag,accessory,4
2025-12-01,designer bag,accessory,4
2026-01-01,designer bag,accessory,3
2026-02-01,designer bag,accessory,5
2026-03-01,designer bag,accessory,4
2026-04-01,designer bag,accessory,7
2026-05-01,designer bag,accessory,7
2026-06-01,designer bag,accessory,5
2026-07-01,designer bag,accessory,3
2015-01-01,tote bag,accessory,5
2015-02-01,tote bag,accessory,4
2015-03-01,tote bag,accessory,4
2015-04-01,tote bag,accessory,4
2015-05-01,tote bag,accessory,4
2015-06-01,tote bag,accessory,4
2015-07-01,tote bag,accessory,4
2015-08-01,tote bag,accessory,5
2015-09-01,tote bag,accessory,4
2015-10-01,tote bag,accessory,4
2015-11-01,tote bag,accessory,5
2015-12-01,tote bag,accessory,5
2016-01-01,tote bag,accessory,5
2016-02-01,tote bag,accessory,5
2016-03-01,tote bag,accessory,5
2016-04-01,tote bag,accessory,5
2016-05-01,tote bag,accessory,5
2016-06-01,tote bag,accessory,5
2016-07-01,tote bag,accessory,5
2016-08-01,tote bag,accessory,5
2016-09-01,tote bag,accessory,5
2016-10-01,tote bag,accessory,5
2016-11-01,tote bag,accessory,5
2016-12-01,tote bag,accessory,6
2017-01-01,tote bag,accessory,5
2017-02-01,tote bag,accessory,5
2017-03-01,tote bag,accessory,5
2017-04-01,tote bag,accessory,5
2017-05-01,tote bag,accessory,5
2017-06-01,tote bag,accessory,5
2017-07-01,tote bag,accessory,6
2017-08-01,tote bag,accessory,6
2017-09-01,tote bag,accessory,6
2017-10-01,tote bag,accessory,5
2017-11-01,tote bag,accessory,6
2017-12-01,tote bag,accessory,7
2018-01-01,tote bag,accessory,6
2018-02-01,tote bag,accessory,5
2018-03-01,tote bag,accessory,6
2018-04-01,tote bag,accessory,6
2018-05-01,tote bag,accessory,6
2018-06-01,tote bag,accessory,6
2018-07-01,tote bag,accessory,6
2018-08-01,tote bag,accessory,7
2018-09-01,tote bag,accessory,6
2018-10-01,tote bag,accessory,6
2018-11-01,tote bag,accessory,7
2018-12-01,tote bag,accessory,7
2019-01-01,tote bag,accessory,6
2019-02-01,tote bag,accessory,6
2019-03-01,tote bag,accessory,7
2019-04-01,tote bag,accessory,6
2019-05-01,tote bag,accessory,7
2019-06-01,tote bag,accessory,7
2019-07-01,tote bag,accessory,7
2019-08-01,tote bag,accessory,8
2019-09-01,tote bag,accessory,8
2019-10-01,tote bag,accessory,7
2019-11-01,tote bag,accessory,8
2019-12-01,tote bag,accessory,9
2020-01-01,tote bag,accessory,8
2020-02-01,tote bag,accessory,8
2020-03-01,tote bag,accessory,6
2020-04-01,tote bag,accessory,5
2020-05-01,tote bag,accessory,6
2020-06-01,tote bag,accessory,7
2020-07-01,tote bag,accessory,8
2020-08-01,tote bag,accessory,8
2020-09-01,tote bag,accessory,8
2020-10-01,tote bag,accessory,7
2020-11-01,tote bag,accessory,8
2020-12-01,tote bag,accessory,9
2021-01-01,tote bag,accessory,7
2021-02-01,tote bag,accessory,7
2021-03-01,tote bag,accessory,8
2021-04-01,tote bag,accessory,8
2021-05-01,tote bag,accessory,9
2021-06-01,tote bag,accessory,9
2021-07-01,tote bag,accessory,11
2021-08-01,tote bag,accessory,13
2021-09-01,tote bag,accessory,13
2021-10-01,tote bag,accessory,12
2021-11-01,tote bag,accessory,14
2021-12-01,tote bag,accessory,15
2022-01-01,tote bag,accessory,14
2022-02-01,tote bag,accessory,15
2022-03-01,tote bag,accessory,16
2022-04-01,tote bag,accessory,16
2022-05-01,tote bag,accessory,16
2022-06-01,tote bag,accessory,17
2022-07-01,tote bag,accessory,19
2022-08-01,tote bag,accessory,24
2022-09-01,tote bag,accessory,22
2022-10-01,tote bag,accessory,18
2022-11-01,tote bag,accessory,19
2022-12-01,tote bag,accessory,22
2023-01-01,tote bag,accessory,21
2023-02-01,tote bag,accessory,20
2023-03-01,tote bag,accessory,20
2023-04-01,tote bag,accessory,20
2023-05-01,tote bag,accessory,19
2023-06-01,tote bag,accessory,21
2023-07-01,tote bag,accessory,23
2023-08-01,tote bag,accessory,24
2023-09-01,tote bag,accessory,22
2023-10-01,tote bag,accessory,19
2023-11-01,tote bag,accessory,20
2023-12-01,tote bag,accessory,23
2024-01-01,tote bag,accessory,20
2024-02-01,tote bag,accessory,20
2024-03-01,tote bag,accessory,20
2024-04-01,tote bag,accessory,18
2024-05-01,tote bag,accessory,20
2024-06-01,tote bag,accessory,22
2024-07-01,tote bag,accessory,24
2024-08-01,tote bag,accessory,26
2024-09-01,tote bag,accessory,23
2024-10-01,tote bag,accessory,20
2024-11-01,tote bag,accessory,22
2024-12-01,tote bag,accessory,28
2025-01-01,tote bag,accessory,22
2025-02-01,tote bag,accessory,21
2025-03-01,tote bag,accessory,21
2025-04-01,tote bag,accessory,21
2025-05-01,tote bag,accessory,22
2025-06-01,tote bag,accessory,21
2025-07-01,tote bag,accessory,26
2025-08-01,tote bag,accessory,33
2025-09-01,tote bag,accessory,26
2025-10-01,tote bag,accessory,23
2025-11-01,tote bag,accessory,26
2025-12-01,tote bag,accessory,26
2026-01-01,tote bag,accessory,24
2026-02-01,tote bag,accessory,50
2026-03-01,tote bag,accessory,44
2026-04-01,tote bag,accessory,100
2026-05-01,tote bag,accessory,92
2026-06-01,tote bag,accessory,41
2026-07-01,tote bag,accessory,26
2015-01-01,loafers,accessory,5
2015-02-01,loafers,accessory,5
2015-03-01,loafers,accessory,6
2015-04-01,loafers,accessory,6
2015-05-01,loafers,accessory,6
2015-06-01,loafers,accessory,6
2015-07-01,loafers,accessory,6
2015-08-01,loafers,accessory,6
2015-09-01,loafers,accessory,6
2015-10-01,loafers,accessory,6
2015-11-01,loafers,accessory,6
2015-12-01,loafers,accessory,7
2016-01-01,loafers,accessory,6
2016-02-01,loafers,accessory,6
2016-03-01,loafers,accessory,6
2016-04-01,loafers,accessory,8
2016-05-01,loafers,accessory,8
2016-06-01,loafers,accessory,7
2016-07-01,loafers,accessory,7
2016-08-01,loafers,accessory,7
2016-09-01,loafers,accessory,8
2016-10-01,loafers,accessory,7
2016-11-01,loafers,accessory,7
2016-12-01,loafers,accessory,7
2017-01-01,loafers,accessory,6
2017-02-01,loafers,accessory,7
2017-03-01,loafers,accessory,8
2017-04-01,loafers,accessory,9
2017-05-01,loafers,accessory,9
2017-06-01,loafers,accessory,8
2017-07-01,loafers,accessory,8
2017-08-01,loafers,accessory,9
2017-09-01,loafers,accessory,9
2017-10-01,loafers,accessory,9
2017-11-01,loafers,accessory,9
2017-12-01,loafers,accessory,8
2018-01-01,loafers,accessory,7
2018-02-01,loafers,accessory,8
2018-03-01,loafers,accessory,8
2018-04-01,loafers,accessory,10
2018-05-01,loafers,accessory,9
2018-06-01,loafers,accessory,9
2018-07-01,loafers,accessory,8
2018-08-01,loafers,accessory,9
2018-09-01,loafers,accessory,9
2018-10-01,loafers,accessory,8
2018-11-01,loafers,accessory,8
2018-12-01,loafers,accessory,8
2019-01-01,loafers,accessory,7
2019-02-01,loafers,accessory,8
2019-03-01,loafers,accessory,8
2019-04-01,loafers,accessory,9
2019-05-01,loafers,accessory,9
2019-06-01,loafers,accessory,9
2019-07-01,loafers,accessory,8
2019-08-01,loafers,accessory,9
2019-09-01,loafers,accessory,9
2019-10-01,loafers,accessory,8
2019-11-01,loafers,accessory,9
2019-12-01,loafers,accessory,8
2020-01-01,loafers,accessory,8
2020-02-01,loafers,accessory,8
2020-03-01,loafers,accessory,6
2020-04-01,loafers,accessory,5
2020-05-01,loafers,accessory,5
2020-06-01,loafers,accessory,6
2020-07-01,loafers,accessory,6
2020-08-01,loafers,accessory,7
2020-09-01,loafers,accessory,7
2020-10-01,loafers,accessory,7
2020-11-01,loafers,accessory,7
2020-12-01,loafers,accessory,7
2021-01-01,loafers,accessory,6
2021-02-01,loafers,accessory,6
2021-03-01,loafers,accessory,7
2021-04-01,loafers,accessory,8
2021-05-01,loafers,accessory,8
2021-06-01,loafers,accessory,8
2021-07-01,loafers,accessory,8
2021-08-01,loafers,accessory,10
2021-09-01,loafers,accessory,11
2021-10-01,loafers,accessory,11
2021-11-01,loafers,accessory,10
2021-12-01,loafers,accessory,10
2022-01-01,loafers,accessory,9
2022-02-01,loafers,accessory,10
2022-03-01,loafers,accessory,11
2022-04-01,loafers,accessory,12
2022-05-01,loafers,accessory,12
2022-06-01,loafers,accessory,10
2022-07-01,loafers,accessory,11
2022-08-01,loafers,accessory,13
2022-09-01,loafers,accessory,14
2022-10-01,loafers,accessory,14
2022-11-01,loafers,accessory,12
2022-12-01,loafers,accessory,11
2023-01-01,loafers,accessory,11
2023-02-01,loafers,accessory,11
2023-03-01,loafers,accessory,12
2023-04-01,loafers,accessory,13
2023-05-01,loafers,accessory,13
2023-06-01,loafers,accessory,12
2023-07-01,loafers,accessory,11
2023-08-01,loafers,accessory,13
2023-09-01,loafers,accessory,15
2023-10-01,loafers,accessory,15
2023-11-01,loafers,accessory,13
2023-12-01,loafers,accessory,13
2024-01-01,loafers,accessory,12
2024-02-01,loafers,accessory,13
2024-03-01,loafers,accessory,15
2024-04-01,loafers,accessory,16
2024-05-01,loafers,accessory,16
2024-06-01,loafers,accessory,13
2024-07-01,loafers,accessory,14
2024-08-01,loafers,accessory,15
2024-09-01,loafers,accessory,17
2024-10-01,loafers,accessory,18
2024-11-01,loafers,accessory,18
2024-12-01,loafers,accessory,17
2025-01-01,loafers,accessory,16
2025-02-01,loafers,accessory,15
2025-03-01,loafers,accessory,18
2025-04-01,loafers,accessory,18
2025-05-01,loafers,accessory,19
2025-06-01,loafers,accessory,17
2025-07-01,loafers,accessory,17
2025-08-01,loafers,accessory,22
2025-09-01,loafers,accessory,23
2025-10-01,loafers,accessory,23
2025-11-01,loafers,accessory,21
2025-12-01,loafers,accessory,19
2026-01-01,loafers,accessory,19
2026-02-01,loafers,accessory,24
2026-03-01,loafers,accessory,28
2026-04-01,loafers,accessory,38
2026-05-01,loafers,accessory,34
2026-06-01,loafers,accessory,24
2026-07-01,loafers,accessory,18
2015-01-01,ballet flats,accessory,1
2015-02-01,ballet flats,accessory,1
2015-03-01,ballet flats,accessory,1
2015-04-01,ballet flats,accessory,1
2015-05-01,ballet flats,accessory,1
2015-06-01,ballet flats,accessory,1
2015-07-01,ballet flats,accessory,1
2015-08-01,ballet flats,accessory,1
2015-09-01,ballet flats,accessory,1
2015-10-01,ballet flats,accessory,1
2015-11-01,ballet flats,accessory,1
2015-12-01,ballet flats,accessory,1
2016-01-01,ballet flats,accessory,1
2016-02-01,ballet flats,accessory,1
2016-03-01,ballet flats,accessory,1
2016-04-01,ballet flats,accessory,1
2016-05-01,ballet flats,accessory,1
2016-06-01,ballet flats,accessory,1
2016-07-01,ballet flats,accessory,1
2016-08-01,ballet flats,accessory,1
2016-09-01,ballet flats,accessory,1
2016-10-01,ballet flats,accessory,1
2016-11-01,ballet flats,accessory,1
2016-12-01,ballet flats,accessory,1
2017-01-01,ballet flats,accessory,1
2017-02-01,ballet flats,accessory,1
2017-03-01,ballet flats,accessory,1
2017-04-01,ballet flats,accessory,1
2017-05-01,ballet flats,accessory,1
2017-06-01,ballet flats,accessory,1
2017-07-01,ballet flats,accessory,1
2017-08-01,ballet flats,accessory,1
2017-09-01,ballet flats,accessory,1
2017-10-01,ballet flats,accessory,1
2017-11-01,ballet flats,accessory,1
2017-12-01,ballet flats,accessory,1
2018-01-01,ballet flats,accessory,1
2018-02-01,ballet flats,accessory,1
2018-03-01,ballet flats,accessory,1
2018-04-01,ballet flats,accessory,1
2018-05-01,ballet flats,accessory,1
2018-06-01,ballet flats,accessory,1
2018-07-01,ballet flats,accessory,1
2018-08-01,ballet flats,accessory,1
2018-09-01,ballet flats,accessory,1
2018-10-01,ballet flats,accessory,1
2018-11-01,ballet flats,accessory,1
2018-12-01,ballet flats,accessory,1
2019-01-01,ballet flats,accessory,1
2019-02-01,ballet flats,accessory,1
2019-03-01,ballet flats,accessory,1
2019-04-01,ballet flats,accessory,1
2019-05-01,ballet flats,accessory,1
2019-06-01,ballet flats,accessory,1
2019-07-01,ballet flats,accessory,1
2019-08-01,ballet flats,accessory,1
2019-09-01,ballet flats,accessory,1
2019-10-01,ballet flats,accessory,1
2019-11-01,ballet flats,accessory,1
2019-12-01,ballet flats,accessory,1
2020-01-01,ballet flats,accessory,1
2020-02-01,ballet flats,accessory,1
2020-03-01,ballet flats,accessory,1
2020-04-01,ballet flats,accessory,1
2020-05-01,ballet flats,accessory,1
2020-06-01,ballet flats,accessory,1
2020-07-01,ballet flats,accessory,1
2020-08-01,ballet flats,accessory,1
2020-09-01,ballet flats,accessory,1
2020-10-01,ballet flats,accessory,1
2020-11-01,ballet flats,accessory,1
2020-12-01,ballet flats,accessory,1
2021-01-01,ballet flats,accessory,1
2021-02-01,ballet flats,accessory,1
2021-03-01,ballet flats,accessory,1
2021-04-01,ballet flats,accessory,1
2021-05-01,ballet flats,accessory,1
2021-06-01,ballet flats,accessory,1
2021-07-01,ballet flats,accessory,1
2021-08-01,ballet flats,accessory,1
2021-09-01,ballet flats,accessory,1
2021-10-01,ballet flats,accessory,1
2021-11-01,ballet flats,accessory,1
2021-12-01,ballet flats,accessory,1
2022-01-01,ballet flats,accessory,1
2022-02-01,ballet flats,accessory,1
2022-03-01,ballet flats,accessory,1
2022-04-01,ballet flats,accessory,1
2022-05-01,ballet flats,accessory,1
2022-06-01,ballet flats,accessory,1
2022-07-01,ballet flats,accessory,1
2022-08-01,ballet flats,accessory,1
2022-09-01,ballet flats,accessory,1
2022-10-01,ballet flats,accessory,1
2022-11-01,ballet flats,accessory,1
2022-12-01,ballet flats,accessory,1
2023-01-01,ballet flats,accessory,1
2023-02-01,ballet flats,accessory,1
2023-03-01,ballet flats,accessory,1
2023-04-01,ballet flats,accessory,1
2023-05-01,ballet flats,accessory,1
2023-06-01,ballet flats,accessory,1
2023-07-01,ballet flats,accessory,1
2023-08-01,ballet flats,accessory,2
2023-09-01,ballet flats,accessory,3
2023-10-01,ballet flats,accessory,2
2023-11-01,ballet flats,accessory,2
2023-12-01,ballet flats,accessory,2
2024-01-01,ballet flats,accessory,2
2024-02-01,ballet flats,accessory,2
2024-03-01,ballet flats,accessory,2
2024-04-01,ballet flats,accessory,3
2024-05-01,ballet flats,accessory,3
2024-06-01,ballet flats,accessory,2
2024-07-01,ballet flats,accessory,2
2024-08-01,ballet flats,accessory,3
2024-09-01,ballet flats,accessory,3
2024-10-01,ballet flats,accessory,3
2024-11-01,ballet flats,accessory,2
2024-12-01,ballet flats,accessory,2
2025-01-01,ballet flats,accessory,2
2025-02-01,ballet flats,accessory,2
2025-03-01,ballet flats,accessory,3
2025-04-01,ballet flats,accessory,4
2025-05-01,ballet flats,accessory,4
2025-06-01,ballet flats,accessory,4
2025-07-01,ballet flats,accessory,4
2025-08-01,ballet flats,accessory,5
2025-09-01,ballet flats,accessory,5
2025-10-01,ballet flats,accessory,4
2025-11-01,ballet flats,accessory,5
2025-12-01,ballet flats,accessory,4
2026-01-01,ballet flats,accessory,4
2026-02-01,ballet flats,accessory,6
2026-03-01,ballet flats,accessory,7
2026-04-01,ballet flats,accessory,12
2026-05-01,ballet flats,accessory,12
2026-06-01,ballet flats,accessory,8
2026-07-01,ballet flats,accessory,8
2015-01-01,mary janes,accessory,1
