event_id,city,season,year,parent_ticker,ticker,brands_showing,n_brands_showing,fw_start_date,show_date,fw_end_date,local_index,trading_day_t0,local_index_used,CAR_pre30,CAR_pre10,CAR_pre5,CAR_0to1,CAR_0to5,CAR_0to10,CAR_0to30,AR_t1,AR_t5,AR_t10,raw_cum_return_t10,benchmark_cum_return_t10,during_FW_AR
E00027,paris,SS,2000,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2000-09-27,2000-09-27,2000-10-02,^FCHI,2000-09-27,^FCHI,-0.002003408160198684,0.0169944959639727,0.0461782350180705,-0.0220528545364767,-0.0522953583199999,0.007355132985939095,0.010898117455071287,0.0013871237865487,-0.0015332761441793005,0.052841710659442195,-0.10283026347810041,-0.10818198830384082,-0.0305983673931167
E00028,paris,SS,2000,RMS.PA,RMS.PA,Hermès,1,2000-09-27,2000-09-27,2000-10-02,^FCHI,2000-09-27,^FCHI,0.18277636238520623,0.1027400938672559,0.09341202262251751,-0.011292075474379104,-0.002165345740497404,0.01589308319987269,0.08671612574828128,-0.0283927632056368,-0.0113664524878937,0.017045166785353796,0.09048745728123805,-0.10818198830384082,-0.012405384942772204
E00030,new_york,FW,2001,TPR,TPR,Coach,1,2001-02-09,2001-02-09,2001-02-15,^GSPC,2001-02-09,^GSPC,0.3503620468331177,0.1295371008576754,-0.022466553057804796,-0.028364774767289897,0.030908524925707098,0.024445178940268313,-0.07964306994739828,-0.040309925148942896,0.0132297843689595,-0.0188551520698206,0.33799094037616084,-0.03681628539722521,0.017678740556747598
E00031,new_york,FW,2001,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2001-02-09,2001-02-09,2001-02-15,^GSPC,2001-02-09,^GSPC,0.23179637616561408,0.17820261150649697,0.1301715688222028,-0.010869665769898104,-0.007765729672204303,0.049914600925849095,0.06417922218976485,-0.0533764563864769,0.0136880116169002,-0.0173387691915714,0.244894691694238,-0.03681628539722521,-0.021453741289104503
E00032,new_york,FW,2001,RL,RL,Ralph Lauren,1,2001-02-09,2001-02-09,2001-02-15,^GSPC,2001-02-09,^GSPC,0.16753156483646608,0.019230762316980912,0.0690001669383044,0.0544271579747032,0.13351622304983218,0.18584144399659602,0.0936483447451328,0.0260652498688198,0.0140432398669561,0.0252635120838713,0.3165567234358369,-0.03681628539722521,0.1194729831828761
E00034,milan,FW,2001,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2001-02-22,2001-02-22,2001-02-27,FTSEMIB.MI,2001-02-22,^FCHI,-0.007084911678650493,0.015062273656091502,-0.0016757235237627975,0.0257932845029867,-0.013892179790137602,-0.029587044712254193,-0.0618381698053653,0.0068842437176776,-0.0304212033527221,-0.0173689330431628,-0.0753875277441444,-0.038715571353239685,0.0278680277937857
E00039,milan,FW,2001,MC.PA,MC.PA,Fendi,1,2001-02-22,2001-02-22,2001-02-27,FTSEMIB.MI,2001-02-22,^FCHI,0.08795657948824911,0.021261503814643597,0.031310556928255504,0.015939238340271798,0.0055811174640427,-0.027955052735679997,-0.09422865276840384,0.0119325638078241,-0.020147790207919198,0.0223836500765114,0.02128595539932944,-0.038715571353239685,0.0312740232214807
E00040,paris,FW,2001,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2001-02-28,2001-02-28,2001-03-05,^FCHI,2001-02-28,^FCHI,0.054190893467203204,0.0642703818025023,0.0320383840777875,-0.025692905757437996,-0.08161272603367209,-0.10663071317629591,-0.10027030057292502,-0.020147790207919198,-0.020524568190506,0.0138553086547953,-0.1713920230544117,-0.11895220334531899,-0.055710742564036395
E00041,paris,FW,2001,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2001-02-28,2001-02-28,2001-03-05,^FCHI,2001-02-28,^FCHI,0.0428289364586977,0.0279819934805651,0.039543027933529096,-0.0417602075839233,-0.04008613946287709,-0.029285733950053204,-0.0816378526797517,-0.0304212033527221,0.0245673675887382,0.0138553086547953,-0.10540900083667451,-0.11895220334531899,-0.066951943365618
E00042,paris,FW,2001,RMS.PA,RMS.PA,Hermès,1,2001-02-28,2001-02-28,2001-03-05,^FCHI,2001-02-28,^FCHI,0.1194497691766328,0.08389808655365438,0.0015859943159115888,0.0185618716554912,-0.0003877391515196018,-0.0012120454419723026,-0.041068330233782,-0.014381702560667401,-0.0034937482407202,0.0138553086547953,-0.0007144796106584861,-0.11895220334531899,0.0154383216983523
E00044,new_york,SS,2001,TPR,TPR,Coach,1,2001-09-07,2001-09-07,2001-09-13,^GSPC,2001-09-07,^GSPC,-0.044907140129381726,0.06097696102652941,0.018049856389600195,-0.0492930792490224,-0.3342414142986038,-0.31588009341968337,-0.20882555730054342,-0.0344193936213176,0.008704963619371998,0.0679867518203936,-0.5167132739877406,-0.15592604043867547,-0.0492930792490224
E00045,new_york,SS,2001,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2001-09-07,2001-09-07,2001-09-13,^GSPC,2001-09-07,^GSPC,0.055690229702565486,0.11903436447406879,0.025335863391010995,-0.08871750362632029,-0.2509532440912322,-0.33355703447518636,-0.40081706691055624,-0.058526386548119695,-0.0637577281188777,-0.029655319910758,-0.43379284521129646,-0.15592604043867547,-0.08871750362632029
E00046,new_york,SS,2001,RL,RL,Ralph Lauren,1,2001-09-07,2001-09-07,2001-09-13,^GSPC,2001-09-07,^GSPC,-0.039720377019777306,0.02798370334149269,0.0017705282413785963,-0.007896042524147199,-0.042581167120217804,-0.1468602345284327,-0.05250622051308988,-0.0197757996238411,-0.0008287298154956019,-0.0638023316625497,-0.3425066519868855,-0.15592604043867547,-0.007896042524147199
E00048,milan,SS,2001,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2001-09-20,2001-09-20,2001-09-25,FTSEMIB.MI,2001-09-20,^FCHI,-0.14435919399081032,-0.10169673830315082,-0.08403222914646041,0.015883255628704997,0.0659211836897162,0.0476000658544391,0.06334388910946023,0.0551739454402179,0.038937858043728,0.012142758820520301,-0.26935525901222246,-0.1725961308758513,0.027004670854598397
E00053,milan,SS,2001,MC.PA,MC.PA,Fendi,1,2001-09-20,2001-09-20,2001-09-25,FTSEMIB.MI,2001-09-20,^FCHI,-0.23455180099573408,-0.2332586915300789,-0.1380468939990614,-0.15967701075296942,-0.06558747878072912,-0.021630600376310705,-0.011103896902175583,-0.1077573403595247,-0.0373419134234851,0.068224382906651,-0.428778532247896,-0.1725961308758513,-0.016626321612479122
E00054,paris,SS,2001,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2001-09-26,2001-09-26,2001-10-01,^FCHI,2001-09-26,^FCHI,-0.2515631987437525,-0.2191414283681296,-0.017149250021430307,-0.048961157168249995,-0.07322866167048259,-0.05617069058284428,0.038778265181496796,-0.0373419134234851,0.0134395637600692,0.012851752190856602,-0.4465599277713656,-0.1388260384447689,-0.05500243311077249
E00055,paris,SS,2001,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2001-09-26,2001-09-26,2001-10-01,^FCHI,2001-09-26,^FCHI,-0.1239446457393409,-0.1259350770821977,0.009164199784028392,0.0389165128351178,0.008452636179320402,0.08621739207400791,0.040118135160909424,0.038937858043728,-0.0008865639923896001,0.029350199785836105,-0.17655329211010187,-0.1388260384447689,0.0107967219845152
E00056,paris,SS,2001,RMS.PA,RMS.PA,Hermès,1,2001-09-26,2001-09-26,2001-10-01,^FCHI,2001-09-26,^FCHI,-0.017950612508790112,-0.04241552438822531,0.06473232002488158,0.0026474440912617,-0.068550422080631,-0.072372626265163,-0.004826217885764198,-0.008686055269833801,-0.0053535682579855,-0.0274832766198952,-0.22914927721872205,-0.1388260384447689,-0.0701103189229714
E00058,new_york,FW,2002,TPR,TPR,Coach,1,2002-02-08,2002-02-08,2002-02-14,^GSPC,2002-02-08,^GSPC,0.1746658422023675,-0.006154976567962284,-0.0458610479284865,0.0444422252554485,0.0232614689010438,0.0212366356586544,0.12890078941065786,0.0248943487693479,0.0067768125056041,-0.030182285883933797,0.164649961441164,-0.031252516419857886,0.0164846563954397
E00059,new_york,FW,2002,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2002-02-08,2002-02-08,2002-02-14,^GSPC,2002-02-08,^GSPC,0.024046541216059193,-0.019752878230126707,-0.1196370947486854,0.1718579073986366,0.2021174542216994,0.26047487724129226,0.27485133640418813,0.0950522135519172,0.0422086075034901,-0.032101296813460196,0.2532689020374934,-0.031252516419857886,0.15990884671820932
E00060,new_york,FW,2002,RL,RL,Ralph Lauren,1,2002-02-08,2002-02-08,2002-02-14,^GSPC,2002-02-08,^GSPC,0.09589763112629632,0.0027320356003855094,-0.012479265206581498,0.042431734891406794,0.0404659176426147,0.052517749830302204,0.04341845060717697,0.0366795403018461,0.0081989094677771,0.0007833436027564998,0.11716286453674062,-0.031252516419857886,0.0322670081748376
E00062,milan,FW,2002,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2002-02-21,2002-02-21,2002-02-26,FTSEMIB.MI,2002-02-21,^FCHI,-0.14491583451269385,0.0790458128295702,0.0479232730902647,-0.0176417697167009,-0.030599146720508105,0.024178195018754595,0.03128615337302609,-0.007172437412698102,-0.0053002417323822,0.0052578030720500995,-0.11432914185479709,0.006408497639142102,-0.018692856005949103
E00067,milan,FW,2002,MC.PA,MC.PA,Fendi,1,2002-02-21,2002-02-21,2002-02-26,FTSEMIB.MI,2002-02-21,^FCHI,0.08456182722141438,0.0920621686829346,0.0417853612928523,0.012028897343850299,0.06941916018116989,0.13762301579022698,0.11536286107646529,0.0150177236627882,0.0006882172854283004,0.0374157718725833,0.2285933406507835,0.006408497639142102,0.0689947815849976
E00068,paris,FW,2002,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2002-02-27,2002-02-27,2002-03-04,^FCHI,2002-02-27,^FCHI,0.1895848599965046,0.1187567709604782,0.10601303377700479,0.0004243785961722986,0.03121246233264609,0.05490234693178829,0.03142957752358689,0.0006882172854283004,-0.0214998914996074,0.0007472292056189007,0.2456705703204036,0.0011833633921107143,0.03657569273259579
E00069,paris,FW,2002,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2002-02-27,2002-02-27,2002-03-04,^FCHI,2002-02-27,^FCHI,-0.12812707023889663,0.027452623206726597,-0.006121334284285705,-0.011906290714559002,0.0376132479526536,0.029286910124587395,0.045924729511299583,-0.0053002417323822,0.018496875097246998,0.0035778555337930003,-0.0976567967221985,0.0011833633921107143,0.0210891276281897
E00070,paris,FW,2002,RMS.PA,RMS.PA,Hermès,1,2002-02-27,2002-02-27,2002-03-04,^FCHI,2002-02-27,^FCHI,-0.04243705354679279,-0.02775591100605449,0.0013046964020124,-0.0240927309406488,-0.05479245612405081,-0.004731384895386805,-0.010916203040219315,-0.0019048367342451994,-0.0328266142294642,-0.0156068731002925,-0.045985075050068894,0.0011833633921107143,-0.017192958860108805
E00072,new_york,SS,2002,TPR,TPR,Coach,1,2002-09-13,2002-09-13,2002-09-19,^GSPC,2002-09-13,^GSPC,0.2347077911987474,0.12103190661850317,0.003046457968122196,0.029628328742595696,0.0511485360673231,0.035405644297905804,0.1156397198587728,0.0002754651827433,-0.0162161974141969,-0.0027200899170322992,0.1731421935851325,-0.0969712419115207,0.06736473348152
E00073,new_york,SS,2002,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2002-09-13,2002-09-13,2002-09-19,^GSPC,2002-09-13,^GSPC,0.16510257892093558,0.12577780809364417,0.025113538069212897,-0.003972541357560699,-0.0386619037329265,0.024803908671990005,0.002669616484057207,0.0030023653540796006,-0.013696884000222601,0.0037810251339579007,0.09293524568140495,-0.0969712419115207,-0.0249650197327039
E00074,new_york,SS,2002,RL,RL,Ralph Lauren,1,2002-09-13,2002-09-13,2002-09-19,^GSPC,2002-09-13,^GSPC,0.19380429019869017,0.0992730256535167,0.0868174502870233,0.0124460510045267,0.003935213621642099,-0.058207255134975905,-0.21181672857484335,0.0182462143113023,0.0028559947328014,-0.008088492067043998,0.03862579315219363,-0.0969712419115207,0.0010792188888406988
E00075,london,SS,2002,BRBY.L,BRBY.L,Burberry,1,2002-09-20,2002-09-20,2002-09-25,^FTSE,2002-09-20,^FTSE,0.31905566988724143,0.1563611735154951,0.06760877174635499,0.011599019661236902,-0.105077575436726,-0.1527087942996443,0.012821927421119206,-0.0032840055224560988,-0.012113652100603299,0.00014659792094269888,0.06029176898938056,-0.10605510659821649,-0.0495889155260341
E00076,milan,SS,2002,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2002-09-26,2002-09-26,2002-10-01,FTSEMIB.MI,2002-09-26,^FCHI,0.03482959962188146,-0.05171054300053071,-0.05207174983726981,-0.0389187783585485,-0.1052107863622583,-0.14849438025697279,0.04916058414238773,6.883429365400068e-06,0.0210057663597215,-0.010848250657784199,-0.27479015750702673,-0.1611253768719355,-0.099519085502845
E00081,milan,SS,2002,MC.PA,MC.PA,Fendi,1,2002-09-26,2002-09-26,2002-10-01,FTSEMIB.MI,2002-09-26,^FCHI,0.016143223740546404,0.0063155574507370894,-0.03699182129588681,0.004167476916288,-0.0359841604320197,-0.060890630138384604,0.06527832799264753,0.0081379603901761,0.002933101273064502,-0.0026163678839447035,-0.20587278326977365,-0.1611253768719355,-0.0251257026197938
E00082,paris,SS,2002,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2002-10-02,2002-10-02,2002-10-07,^FCHI,2002-10-02,^FCHI,0.019406953502720405,-0.055063789014896114,-0.053462459949720896,-0.0108584578122259,-0.033148559634646094,0.0556173987168729,0.07271945611559943,0.002933101273064502,-0.0179922106279859,-0.0008504703493791002,-0.039699290309237016,-0.11472364252883029,-0.008700964475388397
E00083,paris,SS,2002,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2002-10-02,2002-10-02,2002-10-07,^FCHI,2002-10-02,^FCHI,0.0018728234924694637,-0.1661578344794827,-0.1065904486851277,-0.005691700859413298,-0.0381270440963436,-0.05444891828517441,0.14502107073344664,0.0210057663597215,-0.018902059348998905,-0.0208369041748388,-0.1672997373215352,-0.11472364252883029,0.0275786290607614
E00084,paris,SS,2002,RMS.PA,RMS.PA,Hermès,1,2002-10-02,2002-10-02,2002-10-07,^FCHI,2002-10-02,^FCHI,0.1287252740922202,0.029319843777622985,-0.0368726047740242,-0.019080778721041396,0.0070542265755556,0.013455452387109504,0.05702435985121163,0.0137589375255289,0.016546032091467898,0.005263352774687,0.027457083950499395,-0.11472364252883029,0.007865686613389204
E00086,new_york,FW,2003,TPR,TPR,Coach,1,2003-02-07,2003-02-07,2003-02-13,^GSPC,2003-02-07,^GSPC,0.06673467339496443,0.0459438700840553,0.009848068752119899,-0.025026793143302903,-0.012023102474297599,-0.011773074566846897,0.12849561417365787,0.00012966807776319984,0.024503346339957103,-0.0291861268190267,-0.01998847944072265,-0.0749500782688402,-0.0365264488142547
E00087,new_york,FW,2003,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2003-02-07,2003-02-07,2003-02-13,^GSPC,2003-02-07,^GSPC,0.0758290825758503,0.046229181469814404,0.0373535107709031,9.494811986220097e-05,-0.012103115703620299,-0.012915582322728502,-0.006894335779718593,0.0265338142472228,0.009828504730411802,0.0100412866615399,-0.012036578015718388,-0.0749500782688402,-0.0219316204340321
E00088,new_york,FW,2003,RL,RL,Ralph Lauren,1,2003-02-07,2003-02-07,2003-02-13,^GSPC,2003-02-07,^GSPC,0.04532544431168159,0.0350013385828911,0.0331174506323019,-0.033096418239071904,-0.04914378980832461,-0.044874884027177,-0.0526837991421283,-0.0241022519722798,-0.008129414887825299,0.0032013938999096003,-0.0744995179843356,-0.0749500782688402,-0.04101437492049931
E00089,london,FW,2003,BRBY.L,BRBY.L,Burberry,1,2003-02-14,2003-02-14,2003-02-19,^FTSE,2003-02-14,^FTSE,0.11250356405576598,-0.0133155200168988,-0.049999526348024896,0.0394402497930208,0.017612236082884196,0.035935593266467204,0.04331996976450656,0.020157721452544602,0.0018956238538616992,-0.010017079807784698,0.05603287718734791,-0.0924062801348853,0.017236031806817098
E00090,milan,FW,2003,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI,2003-02-20,^FCHI,0.0680267929131988,-0.06670947339052119,-0.011648700161827698,-0.006299486753602099,-0.057928979865933206,-0.09080219543737289,-0.25489711392279013,0.0030485106647708,0.010732871794602097,-0.0315619026533182,-0.18356446213371302,-0.16078905960953888,-0.046792001674153004
E00095,milan,FW,2003,MC.PA,MC.PA,Fendi,1,2003-02-20,2003-02-20,2003-02-25,FTSEMIB.MI,2003-02-20,^FCHI,0.10578219373637988,0.002512469533646095,-0.0009734880796704011,0.005729692001089501,0.009080017766610302,0.0536988372673128,-0.04186574842709942,-0.0036109231968338993,0.004523617283489701,0.0109124556552199,-0.0013080286058461833,-0.16078905960953888,0.0009774184693216994
E00096,paris,FW,2003,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2003-02-26,2003-02-26,2003-03-03,^FCHI,2003-02-26,^FCHI,0.11696039984574158,0.005123822350537198,0.0059834075131787005,0.008102599297288602,0.0418089631427712,0.08119979021051882,-0.004165500776304183,0.004523617283489701,-0.010235961695271701,-4.429455258209841e-05,-0.0801072742987268,-0.27826746435498717,0.038338856307151406
E00097,paris,FW,2003,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2003-02-26,2003-02-26,2003-03-03,^FCHI,2003-02-26,^FCHI,0.010153286797803814,-0.09061832852316651,-0.041126473307646405,-0.011136978191780202,-0.012448291109901699,-0.1280383207100621,-0.16234695977481928,0.010732871794602097,-0.028132253177437602,-0.019520848169899498,-0.39615249826724547,-0.27826746435498717,-0.012457211130370998
E00098,paris,FW,2003,RMS.PA,RMS.PA,Hermès,1,2003-02-26,2003-02-26,2003-03-03,^FCHI,2003-02-26,^FCHI,0.0018104251221880904,-0.0410073399261934,0.006758935041538995,-0.009409866983470197,0.014071194316798399,0.027976390814258296,-0.03181086964791311,-0.0316422489711699,0.0245661757952819,0.0312761123756935,-0.24848064841854084,-0.27826746435498717,-0.0125997969769247
E00100,new_york,SS,2003,TPR,TPR,Coach,1,2003-09-12,2003-09-12,2003-09-18,^GSPC,2003-09-12,^GSPC,0.03643611718326326,-0.015983287243143202,-0.023900645582653993,0.0181315732615574,0.0107303494115039,-0.0282166507190149,0.15494850401363128,0.0134778386479961,0.0040123059992749,-0.024770540219956498,0.0176533890094904,0.009433922545242064,0.006718043412229001
E00101,new_york,SS,2003,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2003-09-12,2003-09-12,2003-09-18,^GSPC,2003-09-12,^GSPC,-0.021460249764374564,-0.0560912795284816,-0.0489598045860131,-0.00048685764793209886,-0.011807198268548097,0.050694174583878406,0.07433756590455999,-0.0127035650788107,0.014872375161511001,0.0501726296610607,0.03866784736474589,0.009433922545242064,-0.026679573430059098
E00102,new_york,SS,2003,RL,RL,Ralph Lauren,1,2003-09-12,2003-09-12,2003-09-18,^GSPC,2003-09-12,^GSPC,-0.0009147350650858359,-0.0714384799136501,-0.0510544683961499,0.033425372945395,0.010331987682643,-0.008579559455311001,0.04120575630079784,0.0422367584197217,0.0124832185330463,-0.0011276667074960993,-6.03719751547686e-05,0.009433922545242064,-0.0021512308504033004
E00103,london,SS,2003,BRBY.L,BRBY.L,Burberry,1,2003-09-19,2003-09-19,2003-09-24,^FTSE,2003-09-19,^FTSE,0.07022424755389038,-0.0008928805236419011,0.020095469085435996,0.0412415223667127,0.0364520409577509,0.045195311720531796,0.1835589269057636,0.0157300922123369,0.010032442637101699,-0.0020564533360187005,0.1580564656086669,0.04263690633424471,0.048167225387778796
E00104,milan,SS,2003,KER.PA,KER.PA,Gucci; Bottega Veneta,2,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI,2003-09-25,^FCHI,0.0452574660585265,-0.006207819645821298,-0.0024193068756197004,-0.003140101314653999,-0.015071869970160802,0.010599205282476692,0.059009379678181366,-0.0018707023508669996,0.0113379931703917,0.0277099437202139,0.09165692365265901,0.0358002523116558,-0.0122379560802328
E00109,milan,SS,2003,MC.PA,MC.PA,Fendi,1,2003-09-25,2003-09-25,2003-09-30,FTSEMIB.MI,2003-09-25,^FCHI,0.10823735066178537,0.031708383060621396,0.0381845862444051,-0.0200552189167043,0.004342609665051699,0.0324371071876505,0.05426154675884859,-0.0126906146659972,0.0050184442140803,0.0023917852079042984,0.17647471016109173,0.0358002523116558,0.0198511528694728
E00110,paris,SS,2003,MC.PA,MC.PA,Louis Vuitton; Dior; Loewe; Celine; Givenchy; Fendi,6,2003-10-01,2003-10-01,2003-10-06,^FCHI,2003-10-01,^FCHI,0.11340268226832308,0.05306891770773049,0.0334824690940609,-0.015508543204421101,0.010194169110273401,0.0328144739358916,0.0397208716761548,0.0050184442140803,0.0099781988064823,0.015781910652622,0.16544691615404292,0.019229759949828194,0.010849235168452702
E00111,paris,SS,2003,KER.PA,KER.PA,Saint Laurent; Balenciaga; Alexander McQueen,3,2003-10-01,2003-10-01,2003-10-06,^FCHI,2003-10-01,^FCHI,0.014222814405288695,-0.025872962142328804,-0.014904835508394002,-0.0028339138899280015,-0.004872782357504406,0.030532428116000987,0.09910867794301106,0.0113379931703917,-0.0070128355358925,0.0091005760050304,0.06398500247111791,0.019229759949828194,0.016243183643188594
E00112,paris,SS,2003,RMS.PA,RMS.PA,Hermès,1,2003-10-01,2003-10-01,2003-10-06,^FCHI,2003-10-01,^FCHI,0.0936939334027524,0.0315147651115031,0.03270306937758111,-0.0236006624952617,0.0049798757884992,0.0106721011015694,0.0772583596050507,-0.0036276935428489,0.00044292277736819987,0.0169866310712806,0.12359579445415003,0.019229759949828194,0.0057366560999026
E00114,new_york,FW,2004,TPR,TPR,Coach,1,2004-02-13,2004-02-13,2004-02-19,^GSPC,2004-02-13,^GSPC,0.011911037517916397,0.1110950647375129,0.0186458754576434,0.005990388372069597,-0.014467725177389208,0.06559671105307814,0.10383282592016346,0.016031773933127498,-0.0319065714882433,0.0420464738692236,0.11841188998688161,0.04090414141588705,0.030993389183987596
E00115,new_york,FW,2004,PVH,PVH,Calvin Klein; Tommy Hilfiger,2,2004-02-13,2004-02-13,2004-02-19,^GSPC,2004-02-13,^GSPC,-0.02821545858610409,0.03474107227715739,0.0195586054569602,0.017418790743643997,0.014610154444470402,0.07146619445746955,0.030868906626040127,0.0323843304870336,-0.02040606347219,0.0202961983536403,0.0841548772872525,0.04090414141588705,0.008214824514833099
E00116,new_york,FW,2004,RL,RL,Ralph Lauren,1,2004-02-13,2004-02-13,2004-02-19,^GSPC,2004-02-13,^GSPC,0.0371499629112382,-0.0052688205997536,-0.017036623308909198,0.0465773258959814,0.0194229632740481,0.09728146417008604,0.14304963136639257,0.041420119012838,0.001763423570012,0.0016688244363605997,0.17533556849721132,0.04090414141588705,0.030434816363431302
